Date,Creek,Chl_a ,Phae_a
4/11/81,TC,2.98,2.12
4/12/81,TC,2.17,1.54
4/13/81,TC,2.44,1.58
4/14/81,TC,2.30,2.02
4/15/81,TC,3.86,3.55
4/16/81,TC,5.63,6.78
4/17/81,TC,4.47,3.41
4/18/81,TC,5.45,4.19
4/19/81,TC,5.63,4.86
4/20/81,TC,6.95,6.11
4/21/81,TC,1.83,1.65
4/22/81,TC,7.89,4.53
4/23/81,TC,7.32,5.09
4/24/81,TC,7.32,6.59
4/25/81,TC,3.73,2.69
4/26/81,TC,3.46,2.49
4/27/81,TC,5.76,2.89
4/28/81,TC,9.95,2.89
4/29/81,TC,11.83,1.01
4/30/81,TC,6.20,1.51
5/1/81,TC,9.77,6.51
5/2/81,TC,5.07,3.92
5/3/81,TC,4.41,3.17
5/4/81,TC,4.81,2.37
5/5/81,TC,4.07,2.42
5/6/81,TC,1.18,0.74
5/7/81,TC,5.45,3.97
5/8/81,TC,9.01,7.69
5/9/81,TC,5.26,4.16
5/10/81,TC,4.00,3.34
5/11/81,TC,3.12,1.44
5/12/81,TC,4.74,1.44
5/13/81,TC,4.88,1.92
5/14/81,TC,5.07,2.21
5/15/81,TC,4.32,4.03
5/16/81,TC,3.86,4.33
5/17/81,TC,3.52,3.58
5/18/81,TC,3.93,2.40
5/19/81,TC,3.12,1.98
5/20/81,TC,7.70,3.65
5/21/81,TC,9.95,7.82
5/22/81,TC,5.63,2.07
5/23/81,TC,4.47,2.02
5/24/81,TC,4.88,2.69
5/25/81,TC,4.88,3.25
5/26/81,TC,5.07,4.35
5/27/81,TC,5.82,4.24
5/28/81,TC,3.66,3.45
5/29/81,TC,4.47,1.86
5/30/81,TC,6.57,4.56
5/31/81,TC,8.26,6.94
6/1/81,TC,9.58,7.34
6/2/81,TC,9.20,5.78
6/3/81,TC,10.89,6.66
6/4/81,TC,11.08,5.19
6/5/81,TC,12.77,3.29
6/6/81,TC,17.43,5.48
6/7/81,TC,9.77,2.01
6/8/81,TC,7.51,2.55
6/9/81,TC,6.39,1.96
6/10/81,TC,7.51,1.69
6/11/81,TC,11.46,0.53
6/12/81,TC,7.70,2.15
6/13/81,TC,6.01,0.20
6/14/81,TC,6.76,4.59
6/15/81,TC,9.95,3.75
6/16/81,TC,8.45,4.39
6/17/81,TC,9.77,3.94
6/18/81,TC,12.77,4.36
6/19/81,TC,5.76,1.66
6/20/81,TC,7.70,2.36
6/21/81,TC,8.45,2.90
6/22/81,TC,5.07,3.28
6/24/81,TC,7.70,2.15
6/25/81,TC,7.70,1.08
6/26/81,TC,6.20,4.08
6/27/81,TC,10.52,1.90
6/28/81,TC,11.64,4.41
6/29/81,TC,9.20,7.28
6/30/81,TC,5.45,5.90
7/1/81,TC,5.82,4.24
7/2/81,TC,8.45,6.11
7/3/81,TC,9.77,3.51
7/4/81,TC,13.71,7.70
7/5/81,TC,15.39,6.84
7/6/81,TC,17.45,10.63
7/7/81,TC,14.88,6.76
7/9/81,TC,5.82,9.17
7/10/81,TC,7.70,4.50
7/11/81,TC,10.89,4.74
7/12/81,TC,12.21,2.78
7/13/81,TC,9.58,3.48
7/14/81,TC,9.77,5.44
7/15/81,TC,9.01,4.26
7/16/81,TC,9.01,5.54
7/17/81,TC,12.40,4.73
7/18/81,TC,8.26,3.30
7/19/81,TC,8.26,2.87
7/20/81,TC,8.64,4.21
7/21/81,TC,9.01,7.04
7/22/81,TC,9.77,5.22
7/23/81,TC,7.89,3.25
7/24/81,TC,9.77,3.51
7/25/81,TC,7.51,3.41
7/26/81,TC,14.27,3.71
7/27/81,TC,15.78,3.92
7/28/81,TC,14.88,3.84
7/29/81,TC,12.58,7.97
7/30/81,TC,6.95,5.25
7/31/81,TC,15.78,6.06
8/1/81,TC,18.47,7.85
8/2/81,TC,11.08,4.12
8/3/81,TC,15.59,7.11
8/4/81,TC,16.42,8.73
8/5/81,TC,15.91,5.15
8/6/81,TC,13.34,5.96
8/7/81,TC,11.64,4.20
8/8/81,TC,9.95,3.96
8/10/81,TC,12.40,3.88
8/11/81,TC,11.64,3.99
8/12/81,TC,12.40,4.95
8/13/81,TC,10.52,4.90
8/14/81,TC,7.14,5.07
8/15/81,TC,8.45,5.04
8/16/81,TC,15.78,4.78
8/17/81,TC,15.91,3.40
8/18/81,TC,24.63,14.56
8/20/81,TC,12.96,6.52
8/21/81,TC,13.71,9.41
8/22/81,TC,14.88,7.35
8/23/81,TC,9.01,5.76
8/24/81,TC,12.58,7.11
8/25/81,TC,6.20,1.94
8/26/81,TC,6.57,4.13
8/28/81,TC,2.71,1.54
8/29/81,TC,2.10,1.07
8/30/81,TC,3.80,2.00
8/31/81,TC,2.85,1.17
9/3/81,TC,4.95,1.47
9/4/81,TC,4.81,1.83
9/5/81,TC,5.63,1.86
9/6/81,TC,5.82,1.67
9/7/81,TC,7.32,2.10
9/8/81,TC,6.01,1.48
9/9/81,TC,11.83,3.80
9/9/81,TC,4.47,1.94
9/10/81,TC,9.20,1.72
9/11/81,TC,9.39,2.81
9/12/81,TC,7.89,3.25
9/13/81,TC,8.83,2.52
9/14/81,TC,8.45,2.68
9/15/81,TC,6.95,1.62
9/16/81,TC,9.20,2.14
9/17/81,TC,6.76,2.45
9/18/81,TC,10.14,5.49
9/19/81,TC,9.39,4.74
9/20/81,TC,9.95,3.53
9/21/81,TC,8.26,2.66
9/22/81,TC,5.22,2.04
9/23/81,TC,5.22,2.28
9/24/81,TC,6.39,2.39
9/25/81,TC,5.07,2.42
9/26/81,TC,4.61,3.66
9/27/81,TC,4.68,2.35
9/28/81,TC,8.26,3.08
9/29/81,TC,7.14,3.35
9/30/81,TC,9.20,2.79
10/1/81,TC,9.01,1.90
10/2/81,TC,15.21,6.63
10/3/81,TC,14.27,7.57
10/4/81,TC,5.63,2.93
10/5/81,TC,4.20,1.59
10/6/81,TC,4.74,2.13
10/7/81,TC,5.07,1.99
10/8/81,TC,4.81,2.06
10/8/81,TC,3.93,2.79
10/9/81,TC,2.64,1.68
10/10/81,TC,2.78,0.23
10/11/81,TC,4.34,5.47
10/12/81,TC,4.74,3.75
10/13/81,TC,4.81,2.68
10/14/81,TC,6.76,5.44
10/15/81,TC,4.47,2.25
10/16/81,TC,2.85,1.71
10/17/81,TC,2.44,2.27
10/18/81,TC,4.07,2.04
10/19/81,TC,3.93,2.02
10/20/81,TC,2.91,1.49
10/21/81,TC,1.90,2.04
10/22/81,TC,1.52,1.22
10/23/81,TC,1.49,1.68
10/24/81,TC,2.44,2.12
10/25/81,TC,3.52,4.12
10/26/81,TC,1.97,1.97
10/27/81,TC,3.12,2.52
10/29/81,TC,2.51,1.51
10/30/81,TC,6.39,4.96
10/31/81,TC,4.70,5.58
11/1/81,TC,4.51,4.70
11/2/81,TC,6.01,3.41
11/3/81,TC,3.59,2.13
11/4/81,TC,2.30,1.95
11/5/81,TC,1.69,1.16
11/6/81,TC,1.15,2.17
11/7/81,TC,1.28,1.16
11/8/81,TC,1.49,1.75
11/9/81,TC,1.42,2.36
11/10/81,TC,1.56,2.46
11/11/81,TC,2.30,2.02
11/12/81,TC,2.58,1.75
11/13/81,TC,2.44,1.81
11/14/81,TC,2.85,1.87
11/15/81,TC,1.39,1.32
11/16/81,TC,1.22,1.54
11/17/81,TC,1.56,1.30
11/18/81,TC,1.14,0.93
11/19/81,TC,1.01,1.03
11/20/81,TC,0.86,1.32
11/21/81,TC,1.12,0.83
11/22/81,TC,0.99,1.15
11/23/81,TC,1.05,0.92
11/24/81,TC,1.43,1.35
11/25/81,TC,2.51,2.44
11/26/81,TC,1.83,2.19
11/27/81,TC,2.30,1.40
11/28/81,TC,2.78,2.32
11/29/81,TC,2.71,2.16
11/30/81,TC,2.24,2.24
12/1/81,TC,4.41,2.01
12/2/81,TC,5.82,4.03
12/3/81,TC,4.68,4.52
12/4/81,TC,4.74,2.83
12/5/81,TC,3.39,2.79
12/6/81,TC,1.56,1.15
12/7/81,TC,1.22,1.13
12/8/81,TC,1.42,1.44
12/9/81,TC,1.56,1.45
12/10/81,TC,2.10,1.45
12/11/81,TC,1.97,1.28
12/12/81,TC,1.90,1.66
12/13/81,TC,2.71,2.70
12/14/81,TC,2.98,2.74
12/15/81,TC,3.80,3.08
12/16/81,TC,4.61,4.20
12/17/81,TC,3.52,2.73
12/18/81,TC,1.41,1.35
12/19/81,TC,2.30,1.95
12/21/81,TC,1.29,0.80
12/22/81,TC,1.09,0.99
12/23/81,TC,2.17,1.77
12/24/81,TC,4.47,3.48
12/26/81,TC,5.07,7.78
12/27/81,TC,3.80,4.01
12/28/81,TC,3.80,3.70
12/29/81,TC,3.39,3.80
12/30/81,TC,4.13,5.50
12/31/81,TC,4.88,10.53
1/1/82,TC,7.51,6.83
1/2/82,TC,5.26,5.23
1/3/82,TC,4.88,5.39
1/5/82,TC,1.36,1.70
1/6/82,TC,7.14,5.71
1/7/82,TC,3.10,3.00
1/8/82,TC,4.79,4.20
1/9/82,TC,4.32,3.28
1/10/82,TC,3.19,3.34
1/11/82,TC,2.72,2.52
1/13/82,TC,4.98,8.19
1/14/82,TC,4.79,7.95
1/15/82,TC,3.57,5.10
1/16/82,TC,2.54,3.67
1/17/82,TC,2.72,2.52
1/18/82,TC,2.10,1.80
1/19/82,TC,3.19,1.62
1/20/82,TC,7.44,4.84
1/21/82,TC,4.70,2.91
1/22/82,TC,3.76,4.17
1/23/82,TC,2.35,2.79
1/24/82,TC,3.66,6.29
1/25/82,TC,3.00,4.70
1/26/82,TC,5.63,5.71
1/27/82,TC,2.63,3.79
1/28/82,TC,2.07,2.22
1/29/82,TC,2.10,2.07
1/30/82,TC,2.44,3.23
1/31/82,TC,4.41,3.40
2/1/82,TC,2.44,3.13
2/2/82,TC,1.97,2.31
2/3/82,TC,1.69,2.67
2/4/82,TC,2.00,2.33
2/6/82,TC,2.63,2.94
2/7/82,TC,2.10,2.30
2/8/82,TC,1.73,1.83
2/10/82,TC,1.93,2.24
2/11/82,TC,2.82,3.50
2/12/82,TC,2.07,2.97
2/13/82,TC,4.70,7.40
2/14/82,TC,2.35,2.58
2/15/82,TC,1.19,1.52
2/16/82,TC,1.49,1.72
2/17/82,TC,2.07,2.11
2/18/82,TC,5.07,4.67
2/19/82,TC,3.00,4.17
2/20/82,TC,2.35,2.68
2/21/82,TC,2.54,3.46
2/23/82,TC,1.08,1.66
2/24/82,TC,1.36,1.39
2/25/82,TC,1.19,1.40
2/26/82,TC,3.94,6.12
2/27/82,TC,5.07,8.42
2/28/82,TC,5.07,7.67
3/1/82,TC,5.45,5.69
3/2/82,TC,1.50,2.89
3/3/82,TC,1.63,2.43
3/4/82,TC,1.25,1.68
3/5/82,TC,1.02,1.88
3/6/82,TC,1.63,2.66
3/7/82,TC,1.52,2.11
3/8/82,TC,1.80,2.38
3/9/82,TC,1.97,1.74
3/10/82,TC,1.36,1.35
3/11/82,TC,1.78,2.93
3/12/82,TC,2.16,3.62
3/13/82,TC,1.86,2.58
3/14/82,TC,1.36,2.08
3/15/82,TC,1.97,2.09
3/16/82,TC,2.17,1.89
3/17/82,TC,1.80,2.07
3/18/82,TC,1.56,1.88
3/19/82,TC,1.90,2.08
3/21/82,TC,2.44,3.77
3/22/82,TC,3.47,4.23
3/23/82,TC,2.07,3.18
3/24/82,TC,2.44,3.23
3/25/82,TC,3.00,2.88
3/26/82,TC,3.29,3.99
3/27/82,TC,4.13,4.97
3/28/82,TC,5.07,5.10
3/29/82,TC,2.82,4.57
3/30/82,TC,3.76,4.70
3/31/82,TC,2.82,3.28
4/2/82,TC,1.97,2.13
4/3/82,TC,3.29,5.06
4/4/82,TC,3.19,4.73
4/5/82,TC,2.63,4.54
4/6/82,TC,3.19,5.37
4/7/82,TC,2.82,4.36
4/8/82,TC,2.16,2.87
4/9/82,TC,5.45,5.90
4/10/82,TC,4.13,4.65
4/11/82,TC,3.59,3.52
4/12/82,TC,2.64,2.46
4/13/82,TC,3.86,2.16
4/14/82,TC,4.95,2.78
4/15/82,TC,4.54,3.19
4/16/82,TC,3.73,2.22
4/17/82,TC,3.93,1.86
4/18/82,TC,8.45,2.25
4/19/82,TC,7.32,2.10
4/20/82,TC,5.63,2.93
4/21/82,TC,5.26,4.59
4/22/82,TC,5.07,3.49
4/23/82,TC,6.76,3.30
4/24/82,TC,5.69,2.34
4/25/82,TC,4.88,0.68
4/25/82,TC,4.20,1.05
4/25/82,TC,4.41,1.08
4/26/82,TC,8.26,2.44
4/28/82,TC,5.45,1.62
4/29/82,TC,5.82,3.17
4/30/82,TC,3.39,3.33
5/1/82,TC,1.97,1.97
5/2/82,TC,2.98,2.27
5/3/82,TC,3.19,2.38
5/4/82,TC,3.52,3.66
5/5/82,TC,2.51,3.13
5/6/82,TC,2.64,2.69
5/7/82,TC,4.20,3.60
5/8/82,TC,4.20,3.60
5/9/82,TC,3.80,4.55
5/10/82,TC,3.05,3.36
5/11/82,TC,2.17,2.00
5/12/82,TC,2.91,2.34
5/13/82,TC,4.88,3.68
5/14/82,TC,6.39,4.32
5/15/82,TC,0.56,15.92
5/16/82,TC,3.05,2.59
5/17/82,TC,4.54,2.41
5/18/82,TC,8.45,2.25
5/19/82,TC,6.20,2.15
5/20/82,TC,5.63,2.72
5/21/82,TC,4.20,4.30
5/22/82,TC,3.39,3.41
5/23/82,TC,2.98,2.50
5/24/82,TC,3.05,2.13
5/25/82,TC,4.00,2.80
5/26/82,TC,2.71,2.23
5/27/82,TC,2.85,1.94
5/28/82,TC,3.52,2.35
5/29/82,TC,3.66,2.37
5/30/82,TC,3.32,2.55
5/31/82,TC,6.20,2.37
6/1/82,TC,7.32,2.95
6/2/82,TC,6.01,3.84
6/3/82,TC,4.47,3.48
6/4/82,TC,5.26,3.31
6/5/82,TC,6.57,3.70
6/6/82,TC,5.22,2.66
6/7/82,TC,4.68,1.66
6/8/82,TC,5.02,1.94
6/9/82,TC,3.52,1.19
6/10/82,TC,5.82,1.24
6/11/82,TC,7.70,3.65
6/12/82,TC,7.32,4.02
6/12/82,TC,7.89,3.67
6/12/82,TC,7.14,3.57
6/13/82,TC,5.45,2.90
6/14/82,TC,7.70,4.50
6/15/82,TC,7.89,6.03
6/16/82,TC,12.77,4.14
6/18/82,TC,7.51,5.33
6/19/82,TC,7.14,6.57
6/20/82,TC,11.27,6.93
6/21/82,TC,8.45,6.32
6/22/82,TC,8.26,4.80
6/23/82,TC,8.26,5.87
6/24/82,TC,7.51,4.91
6/25/82,TC,7.70,3.86
6/26/82,TC,9.01,2.97
6/26/82,TC,8.83,2.31
6/26/82,TC,7.14,4.00
6/27/82,TC,9.58,6.05
6/28/82,TC,9.77,3.94
6/29/82,TC,15.21,4.48
6/30/82,TC,16.34,4.21
7/1/82,TC,13.71,3.20
7/2/82,TC,9.39,4.31
7/4/82,TC,10.52,2.54
7/5/82,TC,7.51,3.19
7/6/82,TC,8.26,2.66
7/8/82,TC,8.08,1.99
7/9/82,TC,9.77,3.51
7/10/82,TC,14.46,4.81
7/11/82,TC,19.50,5.65
7/12/82,TC,15.96,8.23
7/14/82,TC,13.90,6.66
7/15/82,TC,7.51,1.69
7/16/82,TC,8.45,2.04
7/17/82,TC,7.32,5.31
7/19/82,TC,7.51,5.55
7/20/82,TC,17.96,7.78
7/21/82,TC,14.88,7.35
7/22/82,TC,6.95,4.18
7/24/82,TC,21.04,11.72
7/25/82,TC,16.93,10.56
7/26/82,TC,6.01,2.55
7/27/82,TC,6.95,4.61
7/28/82,TC,7.14,4.00
7/29/82,TC,9.01,4.69
7/30/82,TC,9.39,3.88
7/31/82,TC,12.02,3.61
8/1/82,TC,11.08,4.76
8/2/82,TC,15.78,6.70
8/3/82,TC,11.80,9.84
8/4/82,TC,9.77,6.72
8/5/82,TC,12.96,8.02
8/6/82,TC,13.34,8.89
8/7/82,TC,10.14,6.77
8/8/82,TC,15.40,8.37
8/9/82,TC,14.84,6.15
8/10/82,TC,21.55,10.04
8/11/82,TC,23.60,9.74
8/12/82,TC,17.96,4.85
8/13/82,TC,13.85,4.28
8/14/82,TC,7.32,2.31
8/16/82,TC,8.45,4.82
8/17/82,TC,9.20,4.93
8/18/82,TC,13.71,6.84
8/19/82,TC,7.14,3.14
8/20/82,TC,12.77,4.79
8/20/82,TC,12.58,4.76
8/20/82,TC,12.77,4.36
8/22/82,TC,30.79,16.60
8/23/82,TC,16.42,6.98
8/24/82,TC,15.91,2.23
8/25/82,TC,19.50,7.41
8/26/82,TC,30.79,16.01
8/27/82,TC,11.83,5.08
8/28/82,TC,11.23,4.48
8/29/82,TC,11.41,4.52
8/30/82,TC,12.99,6.97
8/31/82,TC,10.71,6.92
9/1/82,TC,7.72,6.72
9/2/82,TC,8.77,5.03
9/3/82,TC,14.78,5.02
9/4/82,TC,14.92,6.74
9/6/82,TC,22.17,10.40
9/7/82,TC,14.22,8.08
9/8/82,TC,16.36,8.55
9/9/82,TC,15.09,8.27
9/10/82,TC,15.84,5.24
9/11/82,TC,6.14,4.69
9/12/82,TC,4.60,4.41
9/13/82,TC,6.32,2.18
9/14/82,TC,5.44,2.84
9/15/82,TC,8.25,4.28
9/16/82,TC,6.67,3.10
9/17/82,TC,7.72,2.68
9/18/82,TC,7.18,2.77
9/19/82,TC,5.68,1.44
9/20/82,TC,7.40,2.26
9/21/82,TC,7.83,3.39
9/22/82,TC,9.91,3.37
9/23/82,TC,8.53,4.49
9/24/82,TC,6.61,2.41
9/25/82,TC,6.33,3.69
9/26/82,TC,3.64,2.21
9/27/82,TC,2.57,2.01
9/28/82,TC,2.89,1.89
9/30/82,TC,4.93,4.04
10/1/82,TC,5.09,3.83
10/2/82,TC,6.49,2.00
10/3/82,TC,7.20,3.42
10/4/82,TC,7.02,2.54
10/5/82,TC,4.27,2.37
10/6/82,TC,5.55,3.87
10/7/82,TC,5.09,1.49
10/8/82,TC,5.97,2.10
10/9/82,TC,4.60,3.02
10/10/82,TC,6.67,3.31
10/11/82,TC,4.74,4.18
10/13/82,TC,4.74,4.76
10/14/82,TC,4.91,4.00
10/15/82,TC,5.62,3.94
10/17/82,TC,9.65,6.91
10/18/82,TC,6.84,3.77
10/19/82,TC,4.91,2.73
10/20/82,TC,5.01,1.95
10/21/82,TC,3.79,2.43
10/22/82,TC,5.28,3.65
10/23/82,TC,5.09,3.62
10/25/82,TC,3.39,2.92
10/26/82,TC,2.64,1.62
10/27/82,TC,2.23,1.29
10/28/82,TC,2.23,1.04
10/29/82,TC,4.40,5.02
10/31/82,TC,2.51,2.66
11/1/82,TC,2.84,2.32
11/2/82,TC,4.40,2.32
11/3/82,TC,3.18,1.65
11/4/82,TC,4.04,3.40
11/4/82,TC,4.33,3.61
11/6/82,TC,5.97,5.08
11/8/82,TC,4.56,3.72
11/9/82,TC,1.49,1.71
11/10/82,TC,1.22,1.40
11/11/82,TC,1.63,1.98
11/12/82,TC,2.17,2.09
11/13/82,TC,1.90,2.86
11/14/82,TC,2.17,2.09
11/15/82,TC,2.64,2.52
11/16/82,TC,3.45,2.69
11/17/82,TC,2.57,2.02
11/18/82,TC,3.25,2.32
11/21/82,TC,4.60,3.10
11/22/82,TC,3.59,2.64
11/23/82,TC,3.59,3.05
11/24/82,TC,2.44,3.54
11/25/82,TC,3.39,2.02
11/26/82,TC,1.83,1.53
11/27/82,TC,2.10,2.41
11/28/82,TC,3.59,3.62
11/29/82,TC,3.25,2.89
11/30/82,TC,2.91,2.17
12/1/82,TC,3.11,2.87
12/2/82,TC,2.71,2.45
12/3/82,TC,2.37,2.14
12/4/82,TC,3.39,3.33
12/5/82,TC,2.91,3.40
12/6/82,TC,3.86,6.38
12/7/82,TC,5.44,6.24
12/8/82,TC,4.91,4.85
12/9/82,TC,2.51,3.48
12/10/82,TC,2.78,3.86
12/11/82,TC,1.49,1.62
12/12/82,TC,2.44,4.36
12/13/82,TC,4.20,3.59
12/14/82,TC,3.45,3.02
12/15/82,TC,3.39,2.51
12/16/82,TC,4.27,3.11
12/17/82,TC,4.33,3.78
12/18/82,TC,4.13,3.57
12/19/82,TC,1.69,1.99
12/20/82,TC,2.37,2.14
12/21/82,TC,1.76,1.43
12/22/82,TC,1.49,1.30
12/23/82,TC,1.63,1.32
12/24/82,TC,1.32,1.18
12/26/82,TC,1.15,1.63
12/27/82,TC,1.52,1.79
12/28/82,TC,1.49,2.07
12/29/82,TC,2.63,2.57
1/1/82,CB,1.49,2.14
1/4/82,CB,5.45,9.65
1/5/82,CB,0.85,1.63
1/6/82,CB,6.20,7.08
1/7/82,CB,1.97,2.36
1/8/82,CB,2.35,2.47
1/11/82,CB,2.54,2.60
1/13/82,CB,6.01,7.59
1/14/82,CB,2.44,3.02
1/15/82,CB,2.20,1.85
1/18/82,CB,1.66,1.66
1/19/82,CB,3.10,1.61
1/21/82,CB,5.07,2.96
1/22/82,CB,3.47,2.63
1/25/82,CB,3.00,2.56
1/26/82,CB,3.19,3.77
1/27/82,CB,6.20,7.72
1/28/82,CB,2.54,3.03
1/29/82,CB,2.82,2.21
2/1/82,CB,2.82,2.21
2/2/82,CB,2.35,3.33
2/3/82,CB,1.97,2.85
2/4/82,CB,1.90,2.82
2/8/82,CB,1.52,1.68
2/9/82,CB,1.02,1.34
2/10/82,CB,2.54,3.14
2/11/82,CB,2.63,3.47
2/12/82,CB,1.97,2.74
2/15/82,CB,0.95,1.72
2/16/82,CB,1.63,2.66
2/17/82,CB,3.00,4.60
2/18/82,CB,2.54,3.99
2/19/82,CB,6.20,6.97
2/22/82,CB,1.90,2.70
2/23/82,CB,1.15,1.44
2/24/82,CB,1.49,2.10
2/25/82,CB,0.85,1.16
2/26/82,CB,6.16,7.59
3/1/82,CB,2.07,2.64
3/2/82,CB,1.22,1.60
3/3/82,CB,1.32,2.00
3/4/82,CB,1.46,2.33
3/5/82,CB,1.39,2.20
3/8/82,CB,1.19,1.87
3/9/82,CB,1.19,1.36
3/10/82,CB,1.63,1.58
3/11/82,CB,1.42,1.86
3/12/82,CB,1.22,1.99
3/15/82,CB,1.69,2.90
3/16/82,CB,1.90,3.09
3/17/82,CB,0.88,1.55
3/18/82,CB,3.19,4.84
3/19/82,CB,2.44,3.66
3/22/82,CB,5.63,4.54
3/23/82,CB,1.88,3.15
3/24/82,CB,1.78,3.25
3/25/82,CB,2.54,2.39
3/26/82,CB,2.63,2.62
3/29/82,CB,3.19,4.52
3/30/82,CB,1.86,2.97
3/31/82,CB,1.69,2.44
4/2/82,CB,2.63,3.69
4/5/82,CB,2.72,3.70
4/6/82,CB,3.10,6.00
4/7/82,CB,1.76,2.49
4/8/82,CB,1.66,2.16
4/9/82,CB,2.72,3.49
4/12/82,CB,1.37,1.56
4/13/82,CB,2.24,1.47
4/14/82,CB,3.59,2.67
4/15/82,CB,3.12,2.45
4/16/82,CB,3.39,2.48
4/21/82,CB,7.70,2.79
4/22/82,CB,5.26,3.31
4/23/82,CB,5.22,1.97
4/26/82,CB,8.64,3.14
4/28/82,CB,5.82,2.10
4/29/82,CB,4.61,2.65
4/30/82,CB,2.71,1.85
5/3/82,CB,7.89,3.67
5/4/82,CB,5.02,4.18
5/5/82,CB,3.73,3.54
5/6/82,CB,3.32,4.33
5/7/82,CB,4.51,4.91
5/10/82,CB,2.44,2.35
5/11/82,CB,2.37,2.03
5/12/82,CB,1.69,1.24
5/13/82,CB,6.76,2.45
5/14/82,CB,9.39,2.17
5/17/82,CB,10.52,4.26
5/18/82,CB,15.02,4.46
5/19/82,CB,14.65,4.83
5/20/82,CB,9.01,3.83
5/21/82,CB,9.01,3.83
5/24/82,CB,3.19,1.68
5/25/82,CB,3.59,2.36
5/26/82,CB,3.25,2.62
5/27/82,CB,2.44,2.66
5/28/82,CB,3.66,2.75
5/31/82,CB,10.14,3.99
6/1/82,CB,11.27,4.36
6/2/82,CB,10.71,4.07
6/3/82,CB,9.77,4.79
6/4/82,CB,6.95,5.90
